 Au Density=19.32
 Energy(eV), Delta, Beta
  30.  0.153792322  0.549643338
  30.4181843  0.170580178  0.54826504
  30.8421955  0.18453823  0.542276204
  31.2721214  0.19882378  0.535783827
  31.7080383  0.218878135  0.521806717
  32.150032  0.227999225  0.499722779
  32.5981827  0.230446294  0.481251299
  33.0525818  0.231495038  0.46591419
  33.5133171  0.232590765  0.451959014
  33.9804764  0.233223572  0.438420385
  34.4541473  0.233286321  0.42528668
  34.9344177  0.232778057  0.41253081
  35.4213829  0.231651664  0.400140703
  35.9151382  0.229945689  0.388121098
  36.4157791  0.227543131  0.376463592
  36.9233932  0.224330127  0.365784049
  37.4380875  0.220881969  0.356333166
  37.9599533  0.218079567  0.347669184
  38.4890938  0.215512767  0.339214474
  39.0256119  0.213026881  0.330966502
  39.5696068  0.210473791  0.322918206
  40.1211853  0.207736552  0.31531015
  40.6804543  0.205160603  0.30814749
  41.2475166  0.202887446  0.301286638
  41.8224831  0.200810343  0.294580132
  42.405468  0.198879361  0.288022012
  42.9965744  0.197136313  0.281609029
  43.5959282  0.195742771  0.275341004
  44.2036324  0.195055202  0.268816441
  44.8198051  0.194133967  0.26150161
  45.4445686  0.192560449  0.253799528
  46.0780411  0.190471604  0.246323436
  46.7203445  0.188117132  0.239056647
  47.3715973  0.185607553  0.231899455
  48.0319328  0.182662174  0.224799469
  48.7014732  0.179344505  0.21790497
  49.3803444  0.175494671  0.2112225
  50.0686798  0.170776099  0.205356091
  50.7666092  0.16579856  0.200726718
  51.4742699  0.161908358  0.197048634
  52.1917915  0.158622369  0.193437442
  52.9193192  0.155572042  0.189893827
  53.6569862  0.152562514  0.186414301
  54.4049339  0.149253324  0.183448583
  55.163311  0.146369472  0.181181431
  55.9322586  0.144289434  0.17935802
  56.7119217  0.142790094  0.177553311
  57.5024567  0.141782597  0.175766498
  58.3040123  0.141481057  0.17399767
  59.1167336  0.142287806  0.171703473
  59.9407921  0.142920256  0.168615609
  60.7763329  0.143349633  0.165284008
  61.6235237  0.143951774  0.162018299
  62.4825172  0.145256504  0.158437297
  63.3534927  0.147577286  0.153586403
  64.2366028  0.148184776  0.147411659
  65.1320343  0.148049772  0.141411006
  66.0399323  0.147272989  0.135144353
  66.960495  0.145865366  0.128998265
  67.8938904  0.143917337  0.123131841
  68.8402939  0.141474441  0.117532335
  69.7998886  0.138513744  0.112309888
  70.7728577  0.135268047  0.108203813
  71.7593994  0.132507592  0.104534507
  72.7596817  0.129904628  0.101002328
  73.7739182  0.12728563  0.097686246
  74.8022842  0.124816  0.0946622938
  75.844986  0.122639604  0.0918687209
  76.9022217  0.1207688  0.0891030878
  77.9741974  0.119298518  0.0861474872
  79.0611115  0.117417462  0.082799837
  80.1631851  0.115307204  0.0795816332
  81.2806168  0.112912454  0.0764887333
  82.4136276  0.109830536  0.0741740763
  83.5624237  0.107587419  0.0733647645
  84.7272415  0.107667647  0.0730995387
  85.9082947  0.108085461  0.0693679675
  87.1058121  0.107524775  0.0657591522
  88.320015  0.106351733  0.0618373714
  89.5511475  0.104730055  0.0580916107
  90.7994385  0.102873012  0.0545728505
  92.0651398  0.100834124  0.0511210896
  93.3484802  0.0985545516  0.047691185
  94.649704  0.0959815681  0.0445114784
  95.9690704  0.0931195468  0.0417903028
  97.3068314  0.0904534385  0.0394341275
  98.6632385  0.0879154503  0.0372235849
  100.038544  0.0854682401  0.035136953
  101.433029  0.0830886886  0.0331056342
  102.846954  0.0807276741  0.0311077721
  104.280579  0.0783212483  0.0291960426
  105.734192  0.0758877024  0.0274013989
  107.208076  0.0734095573  0.0257173777
  108.702492  0.0709269941  0.0242731795
  110.217751  0.0685524493  0.02298389
  111.754128  0.0662919804  0.0217852443
