 Si Density=2.33
   51997.5905360213   0.17849E-06  0.18632E-09
   52258.2295432217   0.17671E-06  0.18291E-09
   52520.1750088825   0.17495E-06  0.17957E-09
   52783.4334816539   0.17321E-06  0.17628E-09
   53048.0115430115   0.17148E-06  0.17306E-09
   53313.9158074205   0.16977E-06  0.16989E-09
   53581.1529225016   0.16808E-06  0.16678E-09
   53849.7295691964   0.16641E-06  0.16373E-09
   54119.6524619351   0.16475E-06  0.16074E-09
   54390.9283488041   0.16311E-06  0.15780E-09
   54663.5640117146   0.16149E-06  0.15491E-09
   54937.5662665725   0.15988E-06  0.15208E-09
   55212.9419634485   0.15829E-06  0.14930E-09
   55489.6979867491   0.15671E-06  0.14657E-09
   55767.8412553896   0.15515E-06  0.14389E-09
   56047.378722966   0.15360E-06  0.14126E-09
   56328.3173779296   0.15207E-06  0.13867E-09
   56610.6642437614   0.15056E-06  0.13614E-09
   56894.4263791478   0.14906E-06  0.13365E-09
   57179.610878157   0.14758E-06  0.13120E-09
   57466.2248704161   0.14611E-06  0.12881E-09
   57754.2755212901   0.14465E-06  0.12645E-09
   58043.7700320602   0.14321E-06  0.12414E-09
   58334.7156401042   0.14178E-06  0.12187E-09
   58627.1196190774   0.14037E-06  0.11964E-09
   58920.9892790946   0.13898E-06  0.11745E-09
   59216.3319669126   0.13759E-06  0.11531E-09
   59513.155066114   0.13622E-06  0.11320E-09
   59811.4659972916   0.13486E-06  0.11113E-09
   60194.7472180703   0.13315E-06  0.10854E-09
   60496.4746441273   0.13183E-06  0.10656E-09
   60799.7144852012   0.13051E-06  0.10461E-09
   61104.4743223039   0.12921E-06  0.10270E-09
   61410.7617744472   0.12793E-06  0.10082E-09
   61718.5844988333   0.12665E-06  0.98976E-10
   62027.9501910464   0.12539E-06  0.97167E-10
   62338.8665852449   0.12414E-06  0.95391E-10
   62651.3414543548   0.12291E-06  0.93647E-10
   62965.3826102643   0.12168E-06  0.91936E-10
   63280.9979040184   0.12047E-06  0.90255E-10
   63598.195226016   0.11927E-06  0.88606E-10
   63916.9825062066   0.11808E-06  0.86987E-10
   64237.367714289   0.11691E-06  0.85397E-10
   64559.3588599098   0.11574E-06  0.83836E-10
   64882.9639928647   0.11459E-06  0.82304E-10
   65208.1912032987   0.11345E-06  0.80800E-10
   65535.048621909   0.11232E-06  0.79324E-10
   65863.5444201482   0.11120E-06  0.77874E-10
   66193.6868104283   0.11010E-06  0.76451E-10
   66525.4840463262   0.10900E-06  0.75054E-10
   66858.9444227902   0.10791E-06  0.73683E-10
   67194.0762763469   0.10684E-06  0.72337E-10
   67530.8879853103   0.10578E-06  0.71015E-10
   67869.3879699906   0.10472E-06  0.69718E-10
   68209.5846929049   0.10368E-06  0.68444E-10
   68551.4866589892   0.10265E-06  0.67194E-10
   68895.1024158103   0.10163E-06  0.65966E-10
   69240.4405537801   0.10061E-06  0.64761E-10
   69587.50970637   0.99612E-07  0.63578E-10
   69936.318550327   0.98620E-07  0.62416E-10
   70286.8758058902   0.97638E-07  0.61276E-10
   70639.1902370093   0.96666E-07  0.60157E-10
   70993.2706515636   0.95704E-07  0.59058E-10
   71349.1259015816   0.94751E-07  0.57979E-10
   71706.7648834633   0.93808E-07  0.56920E-10
   72066.1965382018   0.92874E-07  0.55881E-10
   72427.4298516073   0.91949E-07  0.54860E-10
   72790.4738545312   0.91034E-07  0.53858E-10
   73155.3376230928   0.90127E-07  0.52874E-10
   73522.030278905   0.89230E-07  0.51909E-10
   73890.5609893036   0.88342E-07  0.50961E-10
   74260.9389675753   0.87462E-07  0.50030E-10
   74633.173473189   0.86591E-07  0.49116E-10
   75007.2738120266   0.85729E-07  0.48220E-10
   75383.2493366162   0.84876E-07  0.47339E-10
   75761.1094463654   0.84031E-07  0.46475E-10
   76140.8635877967   0.83194E-07  0.45626E-10
   76522.5212547833   0.82366E-07  0.44793E-10
   76906.0919887869   0.81546E-07  0.43975E-10
   77291.5853790957   0.80734E-07  0.43172E-10
   77679.0110630646   0.79930E-07  0.42384E-10
   78068.3787263558   0.79135E-07  0.41610E-10
   78459.6981031813   0.78347E-07  0.40850E-10
   78852.9789765458   0.77567E-07  0.40104E-10
   79248.2311784916   0.76795E-07  0.39372E-10
   79645.4645903444   0.76030E-07  0.38654E-10
   80044.6891429602   0.75273E-07  0.37948E-10
   80445.9148169736   0.74524E-07  0.37255E-10
   80849.1516430473   0.73782E-07  0.36575E-10
   81254.4097021229   0.73047E-07  0.35907E-10
   81661.6991256731   0.72320E-07  0.35252E-10
   82071.0300959547   0.71600E-07  0.34609E-10
   82482.4128462631   0.70888E-07  0.33977E-10
   82895.8576611888   0.70182E-07  0.33357E-10
   83311.3748768734   0.69483E-07  0.32748E-10
   83728.9748812691   0.68791E-07  0.32150E-10
   84148.6681143977   0.68107E-07  0.31563E-10
   84570.465068612   0.67429E-07  0.30987E-10
   84994.3762888576   0.66757E-07  0.30422E-10
   85420.4123729373   0.66093E-07  0.29867E-10
   85848.5839717753   0.65435E-07  0.29322E-10
   86278.9017896838   0.64784E-07  0.28787E-10
   86711.3765846308   0.64139E-07  0.28261E-10
   87146.0191685087   0.63500E-07  0.27746E-10
   87582.8404074046   0.62868E-07  0.27239E-10
   88021.8512218723   0.62242E-07  0.26742E-10
   88463.062587205   0.61623E-07  0.26254E-10
   88906.4855337099   0.61009E-07  0.25775E-10
   89352.1311469836   0.60402E-07  0.25305E-10
   89800.0105681898   0.59801E-07  0.24843E-10
   90250.1349943373   0.59205E-07  0.24390E-10
   90702.5156785601   0.58616E-07  0.23945E-10
   91157.1639303991   0.58033E-07  0.23508E-10
   91614.091116084   0.57455E-07  0.23079E-10
   92073.3086588185   0.56883E-07  0.22658E-10
   92534.8280390648   0.56317E-07  0.22245E-10
   92998.6607948317   0.55756E-07  0.21839E-10
   93464.8185219622   0.55201E-07  0.21441E-10
   93933.3128744236   0.54652E-07  0.21050E-10
   94404.1555645993   0.54108E-07  0.20666E-10
   94877.358363581   0.53569E-07  0.20289E-10
   95352.9331014633   0.53036E-07  0.19919E-10
   95830.8916676395   0.52508E-07  0.19556E-10
   96311.2460110985   0.51985E-07  0.19199E-10
   96794.0081407241   0.51468E-07  0.18849E-10
   97279.1901255945   0.50956E-07  0.18505E-10
   97766.8040952846   0.50448E-07  0.18168E-10
   98256.8622401692   0.49946E-07  0.17836E-10
   98749.3768117273   0.49449E-07  0.17511E-10
   99244.360122849   0.48957E-07  0.17192E-10
   99741.8245481427   0.48469E-07  0.16878E-10
